Date,Ticker,Title Sentiment,Body Sentiment,Market Average Sentiment,Next Day Price Change,Next Day Price Change Direction,Next 5 Day Price Change Direction,SPY,Predicted Next Day Price Change Direction,Predicted 5 Day Price Change Direction
2020-07-16,EOD,0.0,-0.4678,0.0958028059701492,0.0045662055716786,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,EPAZ,0.0,0.0,0.0958028059701492,0.2121212314323823,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,EPS,-0.2263,-0.1531,0.0958028059701492,0.0002908179529546,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,ERBB,0.0,0.0,0.0958028059701492,0.0,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,EXPE,0.0,0.0,0.0958028059701492,-0.0034414985507038,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,FAMI,0.0,0.0,0.0958028059701492,-0.0270270270270269,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,FOR,0.37895,0.4375,0.0958028059701492,0.0787919106373951,1.0,1.0,-0.003293452038192,1.0,1.0
2020-07-16,FUV,0.0,0.0986666666666666,0.0958028059701492,-0.065040650406504,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,GAN,0.0,0.4404,0.0958028059701492,0.0272502009134325,1.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,GENE,0.0,0.0,0.0958028059701492,0.0,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,GOCO,0.0,0.4019,0.0958028059701492,0.0784810126582278,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,GOOD,0.4404,0.5267,0.0958028059701492,0.02087907389215,1.0,1.0,-0.003293452038192,1.0,1.0
2020-07-16,GSAT,0.0,-0.7543,0.0958028059701492,0.0,0.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,HUGE,0.5267,0.9648,0.0958028059701492,0.0103359693680786,1.0,0.0,-0.003293452038192,1.0,1.0
2020-07-16,IBIO,0.0,0.0,0.0958028059701492,0.1993865030674846,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,IBKR,0.0,0.2023,0.0958028059701492,-0.0107837737338738,0.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,IDEX,0.0,0.0,0.0958028059701492,0.0472440944881888,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,INTO,0.0,0.0,0.0958028059701492,0.0,0.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,ISA,0.0,0.9727,0.0958028059701492,0.0030643513789581,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,ITRM,0.0,0.6486,0.0958028059701492,0.0185184705513625,1.0,1.0,-0.003293452038192,1.0,1.0
2020-07-16,IXUS,0.0,0.0,0.0958028059701492,0.0056189585695749,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,JNJ,0.3182,0.952,0.0958028059701492,0.0006700576449958,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,JUST,0.0,-0.296,0.0958028059701492,0.0020999226761568,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,LEDS,0.0,0.7917,0.0958028059701492,-0.0092024452385066,0.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,LGHL,0.0,0.0,0.0958028059701492,0.0,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,LOVE,0.0,0.0,0.0958028059701492,0.0011372512357818,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,LOW,0.3818,0.9769,0.0958028059701492,0.011488612186679,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,MARA,0.4019,-0.4404,0.0958028059701492,-0.0109890656919801,0.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,MSFT,0.1646333333333333,0.2885,0.0958028059701492,-0.0051000063528403,0.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,MSN,0.0,0.9287,0.0958028059701492,0.0,0.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,MTNB,0.0,0.0,0.0958028059701492,0.0089058134395882,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,MTUM,0.0,0.8312,0.0958028059701492,0.0059385287844431,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,MVIS,-0.0910666666666666,0.1339666666666666,0.0958028059701492,0.1630901832118934,1.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,NAFS,0.064,0.0,0.0958028059701492,0.3358208913730336,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,NCLH,0.2732,0.0,0.0958028059701492,-0.0217808588335323,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,NEED,0.04019,0.07218,0.0958028059701492,0.0155128392892558,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,NEXT,0.0514666666666666,0.1906333333333333,0.0958028059701492,-0.0585106460553804,0.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,NIO,0.145,0.2860499999999999,0.0958028059701492,-0.142967502920167,0.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,NOW,0.0,0.0,0.0958028059701492,0.0191601251141053,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,OCFT,0.0,0.0,0.0958028059701492,0.0004422416719476,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,ONES,0.3771666666666666,0.0,0.0958028059701492,0.0,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,OPTI,0.0,0.0,0.0958028059701492,0.0491803659126659,1.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,OTRK,0.4215,0.991,0.0958028059701492,-0.0057028081682892,0.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,OZSC,0.0,0.3612,0.0958028059701492,-0.0526315892667325,0.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,PENN,0.0,0.0,0.0958028059701492,-0.0357653783322798,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,PHUN,0.2746857142857143,0.2819285714285714,0.0958028059701492,0.1275167785234898,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,PLAY,0.34,0.0,0.0958028059701492,0.0231303149235468,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,PLUG,-0.5423,0.4939,0.0958028059701492,-0.0077263405360301,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,PSYC,0.2231,0.0,0.0958028059701492,0.0,0.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,PYPL,0.0,0.0,0.0958028059701492,0.024203525525247,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,RAIL,0.0,0.0,0.0958028059701492,0.0259740792552918,1.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,RCL,0.2732,0.0,0.0958028059701492,-0.0148312802637784,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,RDVT,0.0,0.0,0.0958028059701492,0.0283828591421111,1.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,RGGI,0.0,0.0,0.0958028059701492,-0.2747825963766077,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,RIGL,0.0,0.9545,0.0958028059701492,-0.0121951104274183,0.0,0.0,-0.003293452038192,0.0,1.0
2020-07-16,RMBL,0.296,0.7845,0.0958028059701492,1.3936566425594057,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,ROTH,0.0,0.8312,0.0958028059701492,14.000000509317044,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,SCS,0.0,0.2144,0.0958028059701492,-0.0158870526379406,0.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,SINT,0.0,0.0,0.0958028059701492,-0.0308370044052863,0.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,SOLO,0.0,0.0,0.0958028059701492,-0.034482794057458,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,SONO,0.0,0.4215,0.0958028059701492,-0.0128362459649551,0.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,SPCE,0.1806,-0.1366,0.0958028059701492,0.1414332978357069,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,SPOT,0.0,0.7159,0.0958028059701492,-0.020284285536771,0.0,0.0,-0.003293452038192,1.0,1.0
2020-07-16,SPY,0.0,-0.4678,0.0958028059701492,0.0028990699554503,1.0,1.0,-0.003293452038192,0.0,1.0
2020-07-16,SRNE,0.0,0.0,0.0958028059701492,0.0434131690576933,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,TENX,0.0,0.0,0.0958028059701492,0.1308411214953271,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,TNXP,0.06364,0.0,0.0958028059701492,0.265625,1.0,1.0,-0.003293452038192,0.0,0.0
2020-07-16,TOPS,0.5106,0.0,0.0958028059701492,0.0,0.0,0.0,-0.003293452038192,0.0,0.0
2020-07-16,TSLA,0.1111777777777777,0.4863666666666666,0.0958028059701492,0.0001333049437526,1.0,1.0,-0.003293452038192,1.0,1.0
