Date,ticker,Daily Average Sentiment,Sentiment,Next Day Ticker Price Change Direction,5 Day Ticker Price Change Direction
2017-07-31,QQQ,-0.1579231822897544,-0.6983227584251506,1,1
2017-07-31,RCL,-0.1579231822897544,-0.7559076353893153,1,0
2017-07-31,SHOP,-0.1579231822897544,-0.5145743180145363,1,1
2017-07-31,SLV,-0.1579231822897544,-0.07014009877143712,0,0
2017-08-01,AAOI,-0.13990902051186854,-0.7126826274584269,1,1
2017-08-01,AAPL,-0.13990902051186854,0.012154271021744933,1,1
2017-08-01,AMD,-0.13990902051186854,-0.0069359200795696685,1,1
2017-08-01,APRN,-0.13990902051186854,-0.8539789049205113,0,0
2017-08-01,BVTK,-0.13990902051186854,-0.9332474907232664,0,0
2017-08-01,CEO,-0.13990902051186854,-0.7435163499539967,0,0
2017-08-01,DVAX,-0.13990902051186854,-0.1435858507018266,0,0
2017-08-01,EPS,-0.13990902051186854,-0.40409651919671075,0,0
2017-08-01,GSAT,-0.13990902051186854,-0.898677182126481,0,0
2017-08-01,IPO,-0.13990902051186854,0.648644131451726,1,1
2017-08-01,ITA,-0.13990902051186854,-0.22883273710739194,0,1
2017-08-01,JOEY,-0.13990902051186854,-0.4337045388706211,0,0
2017-08-01,LMT,-0.13990902051186854,0.6609880880268191,1,1
2017-08-01,MBRX,-0.13990902051186854,0.38341605954565483,0,0
2017-08-01,MELI,-0.13990902051186854,-0.431639228018313,1,0
2017-08-01,MTCH,-0.13990902051186854,0.586371845718978,0,0
2017-08-01,NOC,-0.13990902051186854,0.06209233390893498,0,1
2017-08-01,PTI,-0.13990902051186854,-0.41611221761741124,0,0
2017-08-01,PULM,-0.13990902051186854,0.5359285643524674,1,1
2017-08-01,RACE,-0.13990902051186854,0.43839040816471964,0,0
2017-08-01,RDFN,-0.13990902051186854,-0.8440845170359985,1,1
2017-08-01,SQNS,-0.13990902051186854,-0.24306736487007208,1,1
2017-08-01,SUB,-0.13990902051186854,0.2007438983132066,0,0
2017-08-01,TDW,-0.13990902051186854,-0.8804304035945274,0,0
2017-08-01,TENX,-0.13990902051186854,-0.3208143615741139,1,1
2017-08-02,AAPL,-0.17493778959150877,0.6148192498413378,1,1
2017-08-02,AMC,-0.17493778959150877,-0.19394651825525333,0,0
2017-08-02,APRN,-0.17493778959150877,0.16527110239622678,0,0
2017-08-02,ATVI,-0.17493778959150877,-0.38912599129236475,0,0
2017-08-02,CSII,-0.17493778959150877,0.37639289313317437,0,0
2017-08-02,DAL,-0.17493778959150877,-0.703404603216023,1,1
2017-08-02,EPS,-0.17493778959150877,-0.05092966176888036,0,0
2017-08-02,IPO,-0.17493778959150877,-0.8675185977683244,1,1
2017-08-02,JBLU,-0.17493778959150877,-0.6251857376938519,0,0
2017-08-02,MTBC,-0.17493778959150877,-0.11461748311695885,0,0
2017-08-02,RDFN,-0.17493778959150877,-0.1791358886756862,1,1
2017-08-02,SEDG,-0.17493778959150877,0.25705750249519066,1,1
2017-08-02,SNAP,-0.17493778959150877,-0.7619164297253811,0,0
2017-08-02,TSLA,-0.17493778959150877,-0.25594277288803824,1,1
2017-08-02,WDC,-0.17493778959150877,0.6134974793604422,1,0
2017-08-03,AAOI,-0.12127789426593441,0.36456140234950574,1,1
2017-08-03,AMD,-0.12127789426593441,-0.19861290775733176,1,1
2017-08-03,AOBC,-0.12127789426593441,0.19073578853950557,0,0
2017-08-03,ARE,-0.12127789426593441,0.34873670886818076,1,0
2017-08-03,ATVI,-0.12127789426593441,0.17105047193555478,0,0
2017-08-03,AVTI,-0.12127789426593441,-0.95833736498632,0,1
2017-08-03,BGFV,-0.12127789426593441,-0.6122730223527126,0,1
2017-08-03,BUY,-0.12127789426593441,-0.4770008783175448,0,0
2017-08-03,CVNA,-0.12127789426593441,-0.7562382924493547,1,1
2017-08-03,EPS,-0.12127789426593441,-0.5303984975075824,0,0
2017-08-03,GRPN,-0.12127789426593441,-0.8618249832643405,0,0
2017-08-03,LABD,-0.12127789426593441,0.02380560753866301,1,0
2017-08-03,LIVE,-0.12127789426593441,-0.5980869751533788,1,1
2017-08-03,MCK,-0.12127789426593441,-0.4295411512921079,0,0
2017-08-03,MDRX,-0.12127789426593441,0.0069569800955084915,1,1
2017-08-03,OUT,-0.12127789426593441,-0.8667092680463879,1,0
2017-08-03,RAD,-0.12127789426593441,-0.07118313431135714,0,0
2017-08-03,SHAK,-0.12127789426593441,0.01718749157943522,1,1
2017-08-03,SHOP,-0.12127789426593441,0.9777156230363953,1,1
2017-08-03,SNAP,-0.12127789426593441,0.011881783729332795,0,0
2017-08-03,TEVA,-0.12127789426593441,-0.12697452409849702,1,0
2017-08-03,TRVG,-0.12127789426593441,-0.9124782895227164,0,0
2017-08-03,TRVN,-0.12127789426593441,-0.014670184221005078,0,0
2017-08-03,TZA,-0.12127789426593441,0.7797268841159026,0,0
2017-08-03,ULTA,-0.12127789426593441,0.6915413172999845,1,0
2017-08-03,YELP,-0.12127789426593441,-0.668530342443846,1,0
2017-08-04,AMZN,0.19209460491230862,-0.29635887880593104,0,0
2017-08-04,ATVI,0.19209460491230862,0.49480862067940445,0,0
2017-08-04,DCTH,0.19209460491230862,-0.004355735125348703,0,0
2017-08-04,EPS,0.19209460491230862,0.8341523929269063,0,0
2017-08-04,FMCC,0.19209460491230862,-0.3652125347815687,1,0
2017-08-04,FNMA,0.19209460491230862,-0.16570955899063144,1,1
2017-08-04,GOOG,0.19209460491230862,0.5265753705731897,1,0
2017-08-04,IPO,0.19209460491230862,0.9700057094581256,1,1
2017-08-04,LAC,0.19209460491230862,0.49411064458840914,0,0
2017-08-04,MEET,0.19209460491230862,0.5360158288754397,0,0
2017-08-04,NEW,0.19209460491230862,0.7105813930438329,0,0
2017-08-04,NSIT,0.19209460491230862,-0.5436856808634474,1,0
2017-08-04,SNAP,0.19209460491230862,0.66499277559423,0,0
2017-08-04,STMP,0.19209460491230862,-0.48315403896289344,0,0
2017-08-04,TENX,0.19209460491230862,-0.7370676526747535,1,1
2017-08-04,TGT,0.19209460491230862,0.39806492789552506,0,1
2017-08-04,WDC,0.19209460491230862,0.7202981837969973,1,0
2017-08-05,ATVI,-0.25002696702989174,0.8140232408520229,0,0
2017-08-05,DOW,-0.25002696702989174,-0.6551405022395695,0,0
2017-08-05,LIT,-0.25002696702989174,-0.5628493345383625,0,0
2017-08-05,MCD,-0.25002696702989174,-0.5961412721936579,0,0
2017-08-06,BABA,0.2595158884437931,0.4525288232145317,1,0
2017-08-06,DCF,0.2595158884437931,-0.4179945943525716,0,1
2017-08-06,GOOD,0.2595158884437931,0.7522004782981719,0,0
2017-08-06,LMT,0.2595158884437931,-0.7007560736741079,1,1
2017-08-06,NOC,0.2595158884437931,0.7850500580980968,0,1
2017-08-06,SPY,0.2595158884437931,0.6860666390786376,1,1
2017-08-07,AMD,0.4181311939012918,0.8879689247462801,1,1
2017-08-07,ILMN,0.4181311939012918,0.31488099368815914,0,0
2017-08-07,NVDA,0.4181311939012918,-0.7613810646478869,1,1
2017-08-07,OHI,0.4181311939012918,0.7930041320534191,1,0
2017-08-07,SHOP,0.4181311939012918,-0.009460968054886276,1,1
2017-08-07,TGNA,0.4181311939012918,0.985214914751599,1,1
2017-08-07,TTWO,0.4181311939012918,0.6804180270664093,0,0
2017-08-07,TWLO,0.4181311939012918,0.46938858207523904,1,0
2017-08-07,VTI,0.4181311939012918,0.40314720343329347,0,0
2017-08-08,AAOI,-0.17197714210664142,-0.28402688442051505,1,1
2017-08-08,AIN,-0.17197714210664142,0.2583517052409603,0,1
2017-08-08,AMZN,-0.17197714210664142,0.14321145934143642,0,0
2017-08-08,COST,-0.17197714210664142,0.19392672936976552,1,1
2017-08-08,CVGI,-0.17197714210664142,-0.4408734309495622,1,1
2017-08-08,CVNA,-0.17197714210664142,-0.02517367016350125,1,1
2017-08-08,DIS,-0.17197714210664142,0.17434773120674896,0,0
2017-08-08,JOEY,-0.17197714210664142,-0.5686808086686825,0,0
2017-08-08,KTOS,-0.17197714210664142,0.3856877056129633,0,0
2017-08-08,NFLX,-0.17197714210664142,-0.9531924698208947,0,0
2017-08-08,SNAP,-0.17197714210664142,-0.5166797372523877,0,0
2017-08-08,VECO,-0.17197714210664142,-0.3960028769326238,0,0
2017-08-09,ATHX,-0.08695383449727419,0.17976875553011118,0,0
2017-08-09,AUPH,-0.08695383449727419,-0.43454498406861175,0,0
2017-08-09,BZUN,-0.08695383449727419,0.4494344448077672,1,0
2017-08-09,EDAP,-0.08695383449727419,0.32580949250735103,0,0
2017-08-09,HEI,-0.08695383449727419,0.5623409037510736,0,0
2017-08-09,NFLX,-0.08695383449727419,-0.5530921041944044,0,0
2017-08-09,NVDA,-0.08695383449727419,-0.971587271935372,1,1
2017-08-09,PANW,-0.08695383449727419,-0.8689270712819048,0,0
2017-08-09,SNAP,-0.08695383449727419,-0.8669532797637272,0,0
2017-08-09,TEVA,-0.08695383449727419,0.6287268526429646,1,0
2017-08-10,AMD,-0.13278625640144873,-0.7410932121554494,1,1
2017-08-10,DFEN,-0.13278625640144873,-0.5491544778789783,0,0
2017-08-10,DIS,-0.13278625640144873,0.16589592302456535,0,0
2017-08-10,EPS,-0.13278625640144873,-0.7809445535769355,0,0
2017-08-10,IBM,-0.13278625640144873,0.6114254950892017,0,0
2017-08-10,ITA,-0.13278625640144873,-0.731061942497901,0,1
2017-08-10,NFLX,-0.13278625640144873,-0.9342320124160799,0,0
2017-08-10,NVDA,-0.13278625640144873,0.08432363198360893,1,1
2017-08-10,PLNT,-0.13278625640144873,0.41726402309203214,0,0
2017-08-10,SHOP,-0.13278625640144873,0.6721899196241656,1,1
2017-08-10,SNAP,-0.13278625640144873,-0.32659127985933867,0,0
2017-08-11,AIG,0.16381522713288615,0.6207200831219912,0,0
2017-08-11,AMD,0.16381522713288615,0.1665773169157887,1,1
2017-08-11,CROX,0.16381522713288615,0.6841941823865647,1,1
2017-08-11,FREE,0.16381522713288615,0.979559364677554,0,1
2017-08-11,HDGE,0.16381522713288615,-0.3623249519644731,0,1
2017-08-11,MSFT,0.16381522713288615,-0.5485418327410514,0,1
2017-08-11,NVDA,0.16381522713288615,0.369132694087356,1,1
2017-08-11,ODP,0.16381522713288615,0.032768925574663266,0,0
2017-08-11,OLLI,0.16381522713288615,0.4239533774549342,1,1
2017-08-11,SDPI,0.16381522713288615,-0.44290014949349255,0,1
2017-08-11,SHOP,0.16381522713288615,0.6221475103180847,1,1
2017-08-11,SNAP,0.16381522713288615,-0.9901387286522254,0,0
2017-08-12,MOST,-0.3933283405420987,0.011102106397709033,0,0
2017-08-12,SBUX,-0.3933283405420987,-0.6329486816611731,1,1
2017-08-12,TRTC,-0.3933283405420987,-0.15241013676523907,0,0
2017-08-12,TWTR,-0.3933283405420987,-0.7990566501396916,0,0
2017-08-13,CPI,-0.11402245136291289,-0.6033295775272332,1,1
2017-08-13,DCTH,-0.11402245136291289,0.16884182443597617,0,0
2017-08-13,LXRX,-0.11402245136291289,0.9892392511653978,0,1
2017-08-13,PSA,-0.11402245136291289,-0.5671693519518497,0,1
2017-08-13,SNAP,-0.11402245136291289,-0.1613383195919389,0,0
2017-08-13,VOO,-0.11402245136291289,-0.5103785347078296,1,1
2017-08-14,AMD,-0.3236705982696124,-0.9622097827353178,1,1
2017-08-14,EXTR,-0.3236705982696124,-0.24599752007654785,0,0
2017-08-14,IPO,-0.3236705982696124,-0.4853610281762408,1,1
2017-08-14,JUST,-0.3236705982696124,-0.40378061302908774,0,0
2017-08-14,MEET,-0.3236705982696124,-0.4386855809032686,0,0
2017-08-14,NFLX,-0.3236705982696124,0.9113791257523554,0,0
2017-08-14,NVDA,-0.3236705982696124,-0.3629892042399754,1,1
2017-08-14,RAD,-0.3236705982696124,0.39724964656358,0,0
2017-08-14,SVXY,-0.3236705982696124,-0.8238280379853178,1,1
2017-08-14,TEVA,-0.3236705982696124,-0.8631314973133821,1,0
2017-08-14,TSLA,-0.3236705982696124,-0.1680071061888777,1,1
2017-08-15,AAOI,-0.18830195401015337,-0.04486756423140181,1,1
2017-08-15,AAP,-0.18830195401015337,0.9777004389357433,1,1
2017-08-15,BPT,-0.18830195401015337,-0.46985885997645993,0,0
2017-08-15,CLM,-0.18830195401015337,0.17768578994717577,0,0
2017-08-15,CRUS,-0.18830195401015337,-0.8131266880246233,1,0
2017-08-15,FEYE,-0.18830195401015337,-0.790159331419994,0,0
2017-08-15,HMNY,-0.18830195401015337,-0.8896115075033328,0,1
2017-08-15,LOW,-0.18830195401015337,0.8386232127664381,1,1
2017-08-15,RDFN,-0.18830195401015337,-0.29614023583714566,1,1
2017-08-15,SIG,-0.18830195401015337,0.7042318722693226,0,0
2017-08-15,SNAP,-0.18830195401015337,0.10304195402291838,0,0
2017-08-15,SND,-0.18830195401015337,-0.7085891273731744,0,0
2017-08-15,SYF,-0.18830195401015337,-0.49541313963775346,1,1
2017-08-15,UNH,-0.18830195401015337,-0.9297441700798601,0,1
2017-08-16,AAPL,-0.15524458623337392,-0.5821862378578373,1,1
2017-08-16,ALK,-0.15524458623337392,0.7173126016254012,0,1
2017-08-16,AMD,-0.15524458623337392,-0.5500440455439601,1,1
2017-08-16,AMZN,-0.15524458623337392,-0.6668852977123512,0,0
2017-08-16,AOBC,-0.15524458623337392,0.6795403860009293,0,0
2017-08-16,APPF,-0.15524458623337392,-0.6502349716869384,1,1
2017-08-16,BABA,-0.15524458623337392,0.4267889140794443,1,0
2017-08-16,BZUN,-0.15524458623337392,-0.9552086405684042,1,0
2017-08-16,IPO,-0.15524458623337392,-0.43702897490616655,1,1
2017-08-16,LPL,-0.15524458623337392,0.7196957094019087,1,1
2017-08-16,NEO,-0.15524458623337392,-0.7987796508780616,1,1
2017-08-16,NFLX,-0.15524458623337392,-0.05970155810310285,0,0
2017-08-16,NVDA,-0.15524458623337392,-0.7862802740332027,1,1
2017-08-16,OMVS,-0.15524458623337392,-0.6849720677226032,0,0
2017-08-16,SYF,-0.15524458623337392,0.9596516118793279,1,1
2017-08-16,URBN,-0.15524458623337392,-0.13985688646413696,0,0
2017-08-16,USA,-0.15524458623337392,-0.2693905594116546,1,1
2017-08-16,WMT,-0.15524458623337392,0.9289858381455822,1,1
2017-08-17,AMAT,-0.0076886273638992475,-0.22687253416842146,0,1
2017-08-17,AMD,-0.0076886273638992475,-0.01282481733359303,1,1
2017-08-17,BABA,-0.0076886273638992475,0.4163522441172156,1,0
2017-08-17,DGLT,-0.0076886273638992475,0.06515266750512749,0,0
2017-08-17,NFLX,-0.0076886273638992475,-0.2648421270307435,0,0
2017-08-18,AMD,-0.033430699335923825,0.15623640471792322,1,1
2017-08-18,EMN,-0.033430699335923825,-0.58757521360851,0,0
2017-08-18,GILD,-0.033430699335923825,0.7366469826702644,0,0
2017-08-18,MDT,-0.033430699335923825,0.7109301143464797,1,1
2017-08-18,MGA,-0.033430699335923825,-0.4279726426427297,1,1
2017-08-18,PKI,-0.033430699335923825,0.17843999618655682,0,0
2017-08-18,ROST,-0.033430699335923825,-0.6109179420188087,0,1
2017-08-18,SNAP,-0.033430699335923825,-0.4232332943385664,0,0
2017-08-19,ALSN,0.704538029714986,0.7631188557535304,1,0
2017-08-19,DCTH,0.704538029714986,0.5551938062184976,0,0
2017-08-19,FREE,0.704538029714986,0.79530142717293,0,1
2017-08-20,ANF,0.08776749716582777,-0.3640026422162608,1,1
2017-08-20,CRMD,0.08776749716582777,0.5395376365479163,0,0
2017-08-21,AMD,-0.05162744555159145,-0.38819307717196927,1,1
2017-08-21,AMZN,-0.05162744555159145,-0.2179282036871124,0,0
2017-08-21,BEDU,-0.05162744555159145,0.5605395052636801,0,1
2017-08-21,BZUN,-0.05162744555159145,-0.26626127333765326,1,0
2017-08-21,CASH,-0.05162744555159145,-0.27360718793027705,0,0
2017-08-21,ITI,-0.05162744555159145,-0.029378180035590784,1,1
2017-08-21,PANW,-0.05162744555159145,-0.05930523905000462,0,0
2017-08-21,WMT,-0.05162744555159145,0.96247601478327,1,1
2017-08-21,ZGNX,-0.05162744555159145,-0.538355541012604,0,0
2017-08-22,AVEO,-0.06183441323418277,0.6932866755873666,0,0
2017-08-22,BZUN,-0.06183441323418277,-0.9692136501069675,1,0
2017-08-22,DBD,-0.06183441323418277,0.036245565172217775,0,0
2017-08-22,DEMO,-0.06183441323418277,-0.26298605013440945,0,0
2017-08-22,FISV,-0.06183441323418277,0.47954911618763796,0,0
2017-08-22,IPO,-0.06183441323418277,-0.033618788279643486,1,1
2017-08-22,MOMO,-0.06183441323418277,-0.5829748414285787,1,1
2017-08-22,RADA,-0.06183441323418277,-0.2182454780746701,0,0
2017-08-22,RTNB,-0.06183441323418277,0.301447731969402,0,0
2017-08-23,AAPL,0.019736153252668216,0.13440039091877387,1,1
2017-08-23,BABA,0.019736153252668216,-0.6014559966403243,1,0
2017-08-23,DBD,0.019736153252668216,-0.9703425408091784,0,0
2017-08-23,EPS,0.019736153252668216,-0.09750946954983797,0,0
2017-08-23,FREE,0.019736153252668216,0.2589897337162901,0,1
2017-08-23,FSBW,0.019736153252668216,0.8152998598583816,1,1
2017-08-23,HUGE,0.019736153252668216,-0.43548439875283207,0,0
2017-08-23,RDFN,0.019736153252668216,0.17273845485980913,1,1
2017-08-23,SHOP,0.019736153252668216,0.3931902850533846,1,1
2017-08-23,XXII,0.019736153252668216,0.22153061065793378,0,0
2017-08-24,ADMS,0.06113350729510998,0.6740392333656477,0,0
2017-08-24,AMD,0.06113350729510998,0.25756419551263,1,1
2017-08-24,APRN,0.06113350729510998,0.6685336144282992,0,0
2017-08-24,ATH,0.06113350729510998,0.7150728063109062,0,0
2017-08-24,COST,0.06113350729510998,-0.6877763527619472,1,1
2017-08-24,DLTR,0.06113350729510998,-0.10295819517552407,0,1
2017-08-24,GPGC,0.06113350729510998,-0.005389693062649137,0,0
2017-08-24,MAT,0.06113350729510998,0.4517458198352642,0,0
2017-08-24,NKE,0.06113350729510998,0.8057526261560564,1,1
2017-08-24,NVTA,0.06113350729510998,-0.05627631058480853,0,0
2017-08-24,PFG,0.06113350729510998,-0.15122596011189127,1,0
2017-08-24,SHOP,0.06113350729510998,0.4772295403200719,1,1
2017-08-24,SPLK,0.06113350729510998,-0.7222817697895747,1,0
2017-08-24,STMP,0.06113350729510998,-0.6922884680932067,0,0
2017-08-24,VMW,0.06113350729510998,-0.7147384769226244,0,0
2017-08-25,AAOI,-0.24503509806301907,0.2752906560901929,1,1
2017-08-25,AAPL,-0.24503509806301907,-0.383618482485915,1,1
2017-08-25,AMD,-0.24503509806301907,-0.8704196786417788,1,1
2017-08-25,ATVI,-0.24503509806301907,-0.7542340707161295,0,0
2017-08-25,AVGO,-0.24503509806301907,0.43047639028542073,0,0
2017-08-25,BABA,-0.24503509806301907,0.10504757650704066,1,0
2017-08-25,BIG,-0.24503509806301907,-0.6768026876948205,0,0
2017-08-25,CHGG,-0.24503509806301907,0.0473045927596607,1,1
2017-08-25,COST,-0.24503509806301907,0.23965861196445726,1,1
2017-08-25,IMMU,-0.24503509806301907,-0.8554846720769642,0,0
2017-08-25,JNJ,-0.24503509806301907,0.6123493972714149,1,1
2017-08-25,MCX,-0.24503509806301907,-0.9506065040377645,1,0
2017-08-25,MOMO,-0.24503509806301907,0.24276403751204123,1,1
2017-08-25,NVDA,-0.24503509806301907,-0.44539745445240153,1,1
2017-08-25,RADA,-0.24503509806301907,-0.6029233816288666,0,0
2017-08-25,TAL,-0.24503509806301907,0.8990014011686416,0,1
2017-08-25,TECH,-0.24503509806301907,-0.3704658014182478,0,0
2017-08-25,THC,-0.24503509806301907,-0.6058509724295384,1,1
2017-08-25,XOMA,-0.24503509806301907,-0.6338675376079581,1,0
2017-08-26,HRTG,0.07594838115394646,-0.8236237792743648,0,0
2017-08-26,VSS,0.07594838115394646,0.9349781511200881,1,0
2017-08-26,ZIV,0.07594838115394646,0.1164907716161161,0,0
2017-08-27,AAPL,0.03902394285545879,0.19169880382085758,1,1
2017-08-27,JET,0.03902394285545879,0.31055538273366046,0,0
2017-08-27,RDN,0.03902394285545879,-0.7550230203295487,0,1
2017-08-27,WPRT,0.03902394285545879,0.40886460519686585,1,1
2017-08-28,AAPL,0.2723758412213968,0.36169514739428177,1,1
2017-08-28,CHK,0.2723758412213968,-0.25672966653620977,0,0
2017-08-28,FANG,0.2723758412213968,-0.5456386352322553,1,1
2017-08-28,GILD,0.2723758412213968,0.717491362697009,0,0
2017-08-28,LODE,0.2723758412213968,-0.2161522673336782,0,0
2017-08-28,NYCB,0.2723758412213968,0.4134460679371834,1,1
2017-08-28,SYF,0.2723758412213968,0.9876792320796901,1,1
2017-08-28,TTWO,0.2723758412213968,0.7172154887651536,0,0
2017-08-29,AAPL,-0.02180886643132364,0.6375107881550239,1,1
2017-08-29,AMAT,-0.02180886643132364,-0.8009035210791877,0,1
2017-08-29,AMD,-0.02180886643132364,-0.23769538830618298,1,1
2017-08-29,AVGO,-0.02180886643132364,0.9103677499661289,0,0
2017-08-29,BABA,-0.02180886643132364,-0.35710157324423,1,0
2017-08-29,DCTH,-0.02180886643132364,0.48923566989938916,0,0
2017-08-29,EBAY,-0.02180886643132364,-0.5283745891187106,0,0
2017-08-29,FOSL,-0.02180886643132364,-0.7479664822569521,1,1
2017-08-29,GLUU,-0.02180886643132364,0.22879981167606123,0,0
2017-08-29,LIVE,-0.02180886643132364,0.44300278334699006,1,1
2017-08-29,LOAN,-0.02180886643132364,0.16657885352733537,1,1
2017-08-29,MOV,-0.02180886643132364,-0.2793705243162632,0,0
2017-08-29,NVDA,-0.02180886643132364,-0.4255171937697304,1,1
2017-08-29,PETS,-0.02180886643132364,0.29639239904562875,1,0
2017-08-29,RDFN,-0.02180886643132364,0.7262948398146396,1,1
2017-08-29,SNAP,-0.02180886643132364,-0.8398962406873436,0,0
2017-08-29,XOMA,-0.02180886643132364,0.163778409889761,1,0
2017-08-30,API,0.18216797096237863,0.8997046223634004,0,0
2017-08-30,ATVI,0.18216797096237863,0.9056478760119777,0,0
2017-08-30,BUY,0.18216797096237863,-0.04581489249718618,0,0
2017-08-30,FOR,0.18216797096237863,0.14739963942816026,1,1
2017-08-30,GBTC,0.18216797096237863,-0.41303917155188863,1,1
2017-08-30,IMGN,0.18216797096237863,-0.047001848599771856,0,0
2017-08-30,LZB,0.18216797096237863,-0.5139907678519922,0,0
2017-08-30,MOMT,0.18216797096237863,0.5395226334474013,0,0
2017-08-30,ONVO,0.18216797096237863,0.4908051901580146,1,0
2017-08-30,OTIC,0.18216797096237863,-0.6686369975641775,0,0
2017-08-30,PICK,0.18216797096237863,0.5672682086646145,0,1
2017-08-30,SHOP,0.18216797096237863,0.2324341521472919,1,1
2017-08-30,TIPS,0.18216797096237863,0.6657971017067312,0,0
2017-08-30,WANT,0.18216797096237863,0.0219992348582414,0,0
2017-08-30,WUBA,0.18216797096237863,-0.7502392286211723,0,0
2017-08-31,AKCA,0.13960920278751657,-0.4703641741516462,0,0
2017-08-31,AMD,0.13960920278751657,-0.029492818214864824,1,1
2017-08-31,AMZN,0.13960920278751657,0.02230807434864235,0,0
2017-08-31,ATVI,0.13960920278751657,0.4356388273485172,0,0
2017-08-31,CVNA,0.13960920278751657,0.5963676546918204,1,1
2017-08-31,FGD,0.13960920278751657,0.9130069025361733,1,1
2017-08-31,HIMX,0.13960920278751657,0.5581439202603979,1,0
2017-08-31,MSFT,0.13960920278751657,-0.2163811211057749,0,1
2017-08-31,PSEC,0.13960920278751657,0.9563938708545934,0,1
2017-08-31,SHOP,0.13960920278751657,0.5152683738120218,1,1
2017-08-31,SNAP,0.13960920278751657,-0.47089906592207553,0,0
2017-08-31,ZEAL,0.13960920278751657,-0.9655779900052248,0,0
2017-09-01,AAPL,-0.10140964406836439,0.22845205204786012,1,1
2017-09-01,AMBA,-0.10140964406836439,-0.7183157187562494,0,0
2017-09-01,AMZN,-0.10140964406836439,0.22058462090459896,0,0
2017-09-01,DOW,-0.10140964406836439,-0.43484152799818254,0,0
2017-09-01,DSKE,-0.10140964406836439,0.7838173698459605,1,0
2017-09-01,FORR,-0.10140964406836439,0.7104139258258146,0,1
2017-09-01,GAMR,-0.10140964406836439,-0.911196177245601,1,1
2017-09-01,HPE,-0.10140964406836439,-0.1813806650093963,1,1
2017-09-01,LITE,-0.10140964406836439,-0.878332789429378,0,0
2017-09-01,SGMO,-0.10140964406836439,0.5871833727500935,0,0
2017-09-01,SNAP,-0.10140964406836439,0.12546266698560427,0,0
2017-09-01,VXX,-0.10140964406836439,-0.7487628587414974,0,0
2017-09-02,AAPL,-0.2326840599540343,-0.405153670830398,1,1
2017-09-02,IPO,-0.2326840599540343,-0.4679434113750427,1,1
2017-09-02,RSS,-0.2326840599540343,0.1750449023433378,0,0
2017-09-03,IPO,0.588382995123462,0.588382995123462,1,1
2017-09-05,BUY,-0.23233311399831916,-0.0702744815505233,0,0
2017-09-05,GROW,-0.23233311399831916,-0.29119893228645694,0,0
2017-09-05,INSM,-0.23233311399831916,-0.7603125686231886,1,1
2017-09-05,KTOS,-0.23233311399831916,0.2594061736009796,0,0
